model_trait,model_trait_description,outcome_id,outcome_description,outcome_content,mapping_tier,sapa_proxy_construct,sapa_source_scales,sapa_item_ids,human_measurement_support_tier,exact_source_group,exact_source_group_size,overlap_item_ids,predictor_min_observed_items,outcome_min_observed_items,eligible_respondent_n,pearson_r,pearson_ci95_low,pearson_ci95_high,spearman_r,spearman_ci95_approx_low,spearman_ci95_approx_high,association_status,unavailable_reason
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_208,Am often in a bad mood.,Affect,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,176,-0.01227261,-0.1599024,0.13589415,0.04909539,-0.09954761,0.195595,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_206,Am often down in the dumps.,Affect,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,184,-0.07675772,-0.21898713,0.06866575,-0.0466872,-0.19006456,0.09864001,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_1578,Rarely feel depressed.,Affect,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,141,-0.02772227,-0.1921538,0.13822333,-0.04686892,-0.21054973,0.11936808,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_875,Feel that my life lacks direction.,Meaning-making,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,188,-0.062616,-0.20389911,0.08122207,-0.05434702,-0.19593337,0.089459,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_285,Am very pleased with myself.,Self-concept,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,178,-0.07373216,-0.21844782,0.07415675,-0.05287889,-0.19842033,0.09494425,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_820,Feel comfortable with myself.,Self-concept,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,133,0.14558607,-0.0252669,0.30817546,0.14551768,-0.02533673,0.30811222,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_1044,Have a low opinion of myself.,Self-concept,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,218,0.06723717,-0.06623257,0.19834309,0.0521168,-0.08132437,0.18372248,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_867,Feel that I'm unable to deal with things.,Self-concept,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,173,0.14785012,-0.00138059,0.29063908,0.13248807,-0.0170492,0.27622805,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_4288,Often feel lonely.,Interpersonal relationships,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,182,-0.14737228,-0.28668246,-0.00195871,-0.1355934,-0.27561308,0.01006057,observed,
introspective,"Reflects on internal processes, self-analysis, and metacognitive awareness.",q_832,Feel healthy and vibrant most of the time.,Vitality,direct,introspective,IPIPneo:O3:EM;MPQ:MPQ:AB;IPIPneo:O1:IM,q_1880;q_1310,MODERATE SUPPORT,1410c02504a9,1,,2,1,161,-0.06775669,-0.22012458,0.08783873,-0.06211515,-0.21472698,0.09345761,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,HiFWB_composite,frozen_13_item_composite,Composite,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,2,1261,0.09573878,0.04075073,0.15014865,0.09177588,0.03675869,0.14623842,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_2765,Am happy with my life.,Appraisal,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,384,0.12325337,0.02346694,0.22060812,0.12626387,0.02652314,0.22351542,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_1371,Love life.,Appraisal,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,435,0.19170503,0.09947774,0.28066654,0.1507398,0.05753493,0.24133968,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_1043,Have a lot of fun.,Affect,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,385,0.03976054,-0.06042527,0.13915324,0.02885838,-0.07129293,0.12843363,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_208,Am often in a bad mood.,Affect,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,434,0.14423368,0.05079464,0.23516956,0.13904123,0.04550817,0.23015764,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_206,Am often down in the dumps.,Affect,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,406,0.12824537,0.03131247,0.2227884,0.11917966,0.02211242,0.21402095,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_1578,Rarely feel depressed.,Affect,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,381,0.01460123,-0.08599447,0.11490223,-0.01435003,-0.11465429,0.08624387,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_875,Feel that my life lacks direction.,Meaning-making,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,435,0.07252152,-0.02164637,0.16541394,0.06802957,-0.02615803,0.16101995,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_285,Am very pleased with myself.,Self-concept,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,427,0.03839268,-0.05671179,0.13280666,0.03570684,-0.05939226,0.13016362,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_820,Feel comfortable with myself.,Self-concept,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,390,0.10944844,0.0102577,0.20650625,0.12174349,0.02271589,0.21840532,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_1044,Have a low opinion of myself.,Self-concept,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,416,0.11636788,0.02045108,0.21016215,0.11990133,0.02403277,0.21358474,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_867,Feel that I'm unable to deal with things.,Self-concept,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,460,0.08733124,-0.00412894,0.17734248,0.08792411,-0.0035315,0.17792108,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_4288,Often feel lonely.,Interpersonal relationships,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,451,0.12197223,0.02997399,0.21192132,0.10063511,0.00837712,0.19119431,observed,
intuitive,Relies on pattern recognition and holistic thinking to provide insights.,q_832,Feel healthy and vibrant most of the time.,Vitality,close,intuitive,HEXACO:H:O:C;QB6:QB6:O,q_1676,INSUFFICIENT,c04e8fcf0b98,1,,1,1,596,-0.00938841,-0.08963355,0.07097784,-0.00929577,-0.08954165,0.07107001,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,HiFWB_composite,frozen_13_item_composite,Composite,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,2,226,-0.17788567,-0.30138958,-0.04851141,-0.16944821,-0.29345933,-0.03982853,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_2765,Am happy with my life.,Appraisal,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,76,-0.16241989,-0.37417376,0.06543166,-0.18165393,-0.39109233,0.04567211,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_1371,Love life.,Appraisal,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,107,-0.04252849,-0.23052555,0.1485292,-0.05168373,-0.23919502,0.13954397,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_1043,Have a lot of fun.,Affect,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,64,-0.32552769,-0.52900703,-0.08665211,-0.29895492,-0.50747216,-0.05736085,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_208,Am often in a bad mood.,Affect,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,105,-0.27348091,-0.44197904,-0.0863414,-0.25315632,-0.42423704,-0.06462684,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_206,Am often down in the dumps.,Affect,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,97,-0.16534841,-0.35314765,0.03525973,-0.12159175,-0.31343598,0.07978853,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_1578,Rarely feel depressed.,Affect,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,71,-0.10225199,-0.3277373,0.13425448,-0.05785531,-0.28728136,0.177849,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_875,Feel that my life lacks direction.,Meaning-making,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,90,-0.13607774,-0.33376324,0.0730726,-0.08615124,-0.28810228,0.12313678,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_285,Am very pleased with myself.,Self-concept,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,87,0.0963506,-0.1166655,0.30089193,0.14230452,-0.07045573,0.34268051,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_820,Feel comfortable with myself.,Self-concept,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,77,-0.05995923,-0.28017542,0.1662523,-0.00482321,-0.22855514,0.21939263,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_1044,Have a low opinion of myself.,Self-concept,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,95,0.0461669,-0.1568354,0.24542631,0.04437559,-0.15858575,0.24373869,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_867,Feel that I'm unable to deal with things.,Self-concept,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,113,0.02114487,-0.16422644,0.20507366,-0.00611264,-0.19062721,0.1788191,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_4288,Often feel lonely.,Interpersonal relationships,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,95,-0.11785949,-0.31199153,0.08571968,-0.10890368,-0.30377911,0.09471828,observed,
judgmental,Quick to form negative opinions and harsh assessments of others' choices.,q_832,Feel healthy and vibrant most of the time.,Vitality,direct,judgmental,HEXACO:H:A:G;QB6:QB6:A,q_239;q_238,MODERATE SUPPORT,c5ba67159642,1,,2,1,97,-0.18354656,-0.36946665,0.01650291,-0.17566391,-0.36241202,0.02464487,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",HiFWB_composite,frozen_13_item_composite,Composite,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,2,771,-0.0314665,-0.10184664,0.03922708,-0.02618894,-0.09661671,0.04449977,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_2765,Am happy with my life.,Appraisal,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,259,-0.12459226,-0.24279378,-0.00274526,-0.06774832,-0.18808385,0.05459117,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_1371,Love life.,Appraisal,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,332,0.02863409,-0.07924786,0.13585309,0.01692364,-0.09087961,0.12433485,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_1043,Have a lot of fun.,Affect,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,255,-0.0044915,-0.12726384,0.1184164,0.00924093,-0.11373073,0.13193372,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_208,Am often in a bad mood.,Affect,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,301,-0.1726522,-0.28023468,-0.06078637,-0.14794053,-0.25669953,-0.03548165,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_206,Am often down in the dumps.,Affect,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,286,0.0342412,-0.08206818,0.1496304,0.03664524,-0.07967685,0.15198273,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_1578,Rarely feel depressed.,Affect,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,260,0.06553767,-0.056567,0.18571069,0.0700568,-0.05204038,0.19009039,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_875,Feel that my life lacks direction.,Meaning-making,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,305,-0.10710597,-0.21680553,0.00526483,-0.08384331,-0.19432101,0.02873473,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_285,Am very pleased with myself.,Self-concept,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,305,0.02935659,-0.08322527,0.14119854,0.04258968,-0.07005286,0.15415978,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_820,Feel comfortable with myself.,Self-concept,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,258,-0.02067245,-0.14243792,0.10170939,-0.01546346,-0.13732919,0.10686341,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_1044,Have a low opinion of myself.,Self-concept,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,317,0.0262125,-0.08418891,0.13597817,0.02259941,-0.08777742,0.13242804,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_867,Feel that I'm unable to deal with things.,Self-concept,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,324,0.00327771,-0.10572027,0.11219786,-0.01159515,-0.12040325,0.09748823,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_4288,Often feel lonely.,Interpersonal relationships,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,304,-0.02910156,-0.14113184,0.08366463,-0.01217409,-0.12449589,0.10045578,observed,
manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_832,Feel healthy and vibrant most of the time.,Vitality,direct,manipulative,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,q_1896;q_1765;q_905,HIGH HUMAN-MEASUREMENT SUPPORT,f990a42b7815,1,,2,1,313,-0.06182644,-0.1715118,0.0493729,-0.07136848,-0.18079894,0.0398074,observed,
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",HiFWB_composite,frozen_13_item_composite,Composite,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,q_1578,2,2,814,,,,,,,unavailable,predictor_outcome_item_overlap
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_2765,Am happy with my life.,Appraisal,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,,2,1,207,-0.40281347,-0.51110749,-0.28193036,-0.38730011,-0.49739942,-0.26492225,observed,
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_1371,Love life.,Appraisal,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,,2,1,286,-0.40332973,-0.49610557,-0.30144788,-0.38534557,-0.47988135,-0.28196414,observed,
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_1043,Have a lot of fun.,Affect,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,,2,1,229,-0.26059309,-0.37748157,-0.13553063,-0.26982851,-0.38596817,-0.14526899,observed,
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_208,Am often in a bad mood.,Affect,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,,2,1,275,-0.51733869,-0.59896996,-0.42506573,-0.50720661,-0.59008855,-0.41374504,observed,
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_206,Am often down in the dumps.,Affect,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,,2,1,260,-0.61259014,-0.68332017,-0.53046907,-0.60383399,-0.67584128,-0.52040883,observed,
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_1578,Rarely feel depressed.,Affect,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,q_1578,2,1,704,,,,,,,unavailable,predictor_outcome_item_overlap
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_875,Feel that my life lacks direction.,Meaning-making,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,,2,1,295,-0.40295517,-0.49440232,-0.30268588,-0.39150674,-0.48406255,-0.2902874,observed,
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_285,Am very pleased with myself.,Self-concept,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,,2,1,263,-0.42767219,-0.52164432,-0.32344738,-0.41439198,-0.50979592,-0.30891941,observed,
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_820,Feel comfortable with myself.,Self-concept,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,,2,1,199,-0.45742508,-0.560833,-0.33996481,-0.44111218,-0.54666206,-0.32176384,observed,
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_1044,Have a low opinion of myself.,Self-concept,direct,melancholic,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,q_1706;q_1578;q_811,REDUNDANT / BROAD,dc6352a44725,1,,2,1,284,-0.55825367,-0.63348408,-0.47256753,-0.55684237,-0.6322564,-0.47097541,observed,
